episode,reward,shaped_reward,length,epsilon
1,400,182.22568542494852,395,0.9704869503929601
2,380,141.16142135623704,197,0.9418449208830277
3,590,225.41426406871116,441,0.9140482050108684
4,580,293.9841630560322,1000,0.8870718549931568
5,230,147.0442640687113,381,0.8608916593317348
6,150,79.91999999999987,103,0.8354841210835904
7,50,69.90213203435573,137,0.8108264367721563
8,0,70.2211554787869,187,0.7868964759210002
9,110,127.07826225997312,383,0.7636727611915388
10,120,85.3614213562372,151,0.7411344491069478
11,70,94.93399819126155,251,0.7192613113449683
12,80,107.02994949366078,305,0.6980337165828197
13,70,99.56426406871155,274,0.6774326128779244
14,-100,44.28426406871189,145,0.6574395105686316
15,160,117.5056854249489,283,0.6380364656795915
16,130,134.4798989873217,404,0.6192060638168893
17,130,208.13502713136998,794,0.6009314045384815
18,50,81.4783127663122,198,0.5831960861859091
19,-90,64.49421356237283,244,0.5659841911636728
20,60,90.54852813742365,237,0.5492802716530589
21,60,139.23679039739682,497,0.5330693357475939
22,320,246.43618261015678,1000,0.5173368339976833
23,50,153.8019945737842,585,0.5020686463523607
24,-90,64.51257683502426,243,0.4872510694864241
25,120,232.67902532263142,935,0.472870804501588
26,-90,77.92563491861007,315,0.45891494499061175
27,-110,57.04568542494903,222,0.4453709654536918
28,-90,106.67679039739691,468,0.43222671005672175
29,-40,56.41568542494916,152,0.41947038172133005
30,-120,30.626891410075288,92,0.40709053153690444
31,-80,51.835685424949084,166,0.39507604848509953
32,-100,49.618528137423766,174,0.3834161494676055
33,-60,121.89710678118571,516,0.3721003696282278
34,-110,52.47399819126161,199,0.36111855296059203
35,-90,146.2553690411591,676,0.3504608431930436
36,-100,97.70826225997311,429,0.3401176749425623
37,-150,24.594264068711986,89,0.33007976512975135
38,-80,90.84154864541452,375,0.3203381046471969
39,-50,50.53115547878705,131,0.31088395027371907
40,-90,110.67847763108425,488,0.30170881682725825
41,-90,68.76541954749868,266,0.2928044695493541
42,-130,44.24710678118651,174,0.284162916714381
43,-60,92.49279220613532,363,0.2757764024569083
44,-20,106.86536904115978,402,0.2676373998107466
45,90,204.41548339959195,1000,0.25973860395343285
46,-120,61.76852813742358,257,0.2520729256500919
47,-100,162.21172869633378,773,0.244633484890789
48,10,223.0521594385559,990,0.2374136047156641
49,-110,106.31941773876014,485,0.23040680522230456
50,-120,96.13105446610895,442,0.2236067977499791
51,-130,105.33346643636071,499,0.2170074792355126
52,-100,109.54394768492216,492,0.21060292673573625
53,-100,46.914213562372964,161,0.20438739211159668
54,-110,64.35536904115997,264,0.1983552968691536
55,-110,137.49368180747175,650,0.19250122715283513
56,-120,104.2076544727342,485,0.18681992888645743
57,-120,110.85271931034909,521,0.18130630305764775
58,-130,66.77515367004861,295,0.17595540114143837
59,-40,101.87394768492237,395,0.1707624206589245
60,120,208.8889498359535,1000,0.16572270086699945
61,-100,156.69247582234547,742,0.16083171857529904
62,-50,178.98971074758103,816,0.15608508408660077
63,-130,133.3871482438332,653,0.15147853725703392
64,-120,102.01984848098289,483,0.14700794367256523
65,-170,21.812576835024505,95,0.1426692909383279
66,-110,200.64015582107956,992,0.1384586850774638
67,-130,30.499734122549903,111,0.1343723470362471
68,-170,15.296891410075222,60,0.13040660929235195
69,-110,152.64915261180982,737,0.1265579125632209
70,-170,19.14710678118656,80,0.12282280261157914
71,-140,55.40981938771888,244,0.11919792714522794
72,-170,49.04777731349868,242,0.1156800328083345
73,-150,102.57984848098282,505,0.11226596226151811
74,-150,37.34110497244833,159,0.10895265134811186
75,70,199.8853964453602,1000,0.1057371263440565
76,-140,35.65568542494925,138,0.10261650128895852
77,-170,53.15968361621085,261,0.09958797539591661
78,-110,89.38886045786045,397,0.09664883053779226
79,-150,43.44204508012411,192,0.093796428807668
80,80,201.69965938637046,1000,0.0910282101513041
81,-130,148.17816124729472,727,0.08834169006946861
82,-140,66.50581384182846,307,0.08573445738807864
83,80,201.8246857672415,1000,0.08320417209415162
84,-140,86.80194406744604,415,0.08074856323562424
85,70,200.71095345342988,1000,0.07836542688315407
86,70,197.67073593846683,1000,0.07605262415207469
87,-150,126.78025683375809,636,0.07380807928272894
88,-150,55.558339123885446,258,0.07162977777745742
89,-130,67.80968361621069,300,0.06951576459257007
90,-180,33.02257683502455,163,0.06746414238367823
91,-140,75.0265656539886,349,0.06547306980281233
92,-170,51.75531853482132,257,0.06354075984579674
93,80,201.72994041575285,1000,0.06166547824839873
94,-160,59.593415930022445,289,0.059845541929811896
95,-150,70.04963310987188,333,0.05807931748207717
96,-130,128.86581334453578,632,0.0563652197040856
97,-120,70.61739993330517,308,0.05470171017884722
98,-160,32.973998191261856,144,0.053087295892748985
99,-130,122.7350021510315,596,0.051520527895562676
100,-130,170.68669243531917,847,0.05000000000000005
101,-150,85.73510316370957,416,0.05
102,-130,134.58218385753514,660,0.05
103,50,196.16037119219075,1000,0.05
104,-160,46.690924087899184,221,0.05
105,-170,33.544492370567454,156,0.05
106,-120,126.28004146264678,604,0.05
107,-160,46.50947242389944,219,0.05
108,70,198.76991846892892,1000,0.05
109,-130,69.86341593002238,315,0.05
110,-170,118.69389717858323,609,0.05
111,-140,37.66373231381166,151,0.05
112,-140,84.73941773876035,400,0.05
113,-140,53.28137084989836,232,0.05
114,70,200.62642350726776,1000,0.05
115,-150,106.65277809126158,527,0.05
116,-160,85.18741412128394,426,0.05
117,-130,80.49536904115985,368,0.05
118,-190,11.847223730512239,64,0.05
119,-140,138.68910135497075,688,0.05
120,-160,40.79208152801708,186,0.05
121,-130,142.08784486350595,699,0.05
122,-140,71.64360577513393,332,0.05
123,-150,50.47462191514855,231,0.05
124,-140,33.11541954749913,126,0.05
125,-160,19.920000000000012,73,0.05
126,-170,55.84563491861021,275,0.05
127,-130,121.19307402023306,586,0.05
128,-120,67.79510316370984,293,0.05
129,-130,167.64625315725164,842,0.05
130,80,199.78320397100742,1000,0.05
131,-170,36.120914084384154,176,0.05
132,-120,98.03105446610886,452,0.05
133,-150,25.61710678118659,95,0.05
134,-140,60.118936490199204,271,0.05
135,70,198.5221503948646,1000,0.05
136,-130,94.83331943918996,445,0.05
137,-120,172.66189356110613,850,0.05
138,-140,109.7702513217115,535,0.05
139,60,196.46692063604982,1000,0.05
140,-120,107.45411254969473,503,0.05
141,-150,86.87799638252307,421,0.05
142,-160,44.29204508012412,206,0.05
143,-150,25.461549391759387,99,0.05
144,-170,47.03575186793606,232,0.05
145,-160,166.4615771773172,859,0.05
146,-130,147.9793672324208,726,0.05
147,-160,65.14941773876059,317,0.05
148,-170,93.86659092871828,484,0.05
149,-150,84.53195826254029,418,0.05
150,-140,168.56579107517888,851,0.05
151,-170,49.05510316371001,242,0.05
152,-150,37.41838510073765,159,0.05
153,-160,90.41479299765362,458,0.05
154,-170,84.92531609713296,439,0.05
155,-130,191.90683186004358,964,0.05
156,70,198.45470170388953,1000,0.05
157,-120,74.42826225997331,325,0.05
158,-150,57.655634918610225,266,0.05
159,-130,64.55510316370987,286,0.05
160,-140,52.87976298994187,236,0.05
161,-60,190.4881522036033,895,0.05
162,-140,172.81108985534806,877,0.05
163,-180,18.596840903736396,88,0.05
164,50,195.84647589180886,1000,0.05
165,-140,59.64988836736039,274,0.05
166,-180,13.27426406871192,58,0.05
167,-150,46.29204508012409,207,0.05
168,-180,18.059468245099715,85,0.05
169,-140,117.48816124729515,575,0.05
170,-170,69.19435603769823,351,0.05
171,60,197.73605661714,1000,0.05
172,80,200.91990222706073,1000,0.05
173,80,202.0004216985295,1000,0.05
174,-190,19.49422649311726,103,0.05
175,-180,50.39202488420178,260,0.05
176,60,198.21803784516942,1000,0.05
177,-130,153.93521752214235,761,0.05
178,-150,112.28821175363406,555,0.05
179,-140,132.6647867799201,657,0.05
180,60,197.57409091074675,1000,0.05
181,-170,36.027056274847766,171,0.05
182,-150,60.02941773876068,280,0.05
183,140,212.03812667760317,1000,0.05
184,-110,183.61997689786133,899,0.05
185,-130,49.101370849898395,201,0.05
186,-120,112.66105446610872,529,0.05
187,-160,53.17105446610937,254,0.05
188,-120,143.3809534534307,695,0.05
189,-170,15.891155478787159,63,0.05
190,-130,95.3622604512349,447,0.05
191,-140,90.1700414626472,433,0.05
192,-130,82.07652451994704,378,0.05
193,-150,113.35642350726891,566,0.05
194,-180,44.37705627484764,225,0.05
195,-140,159.42763283378693,803,0.05
196,-130,141.1014123125451,694,0.05
197,-140,136.02757898605583,678,0.05
198,-170,23.8385281374239,105,0.05
199,-160,55.236932872722775,270,0.05
200,-140,55.66274169979675,247,0.05
